src_host_port,dest_host_port,protocol,protocol_count,min_tcp_window_size,max_tcp_window_size,avg_tcp_window_size,std_dev_tcp_window_size,min_data_bytes,max_data_bytes,avg_databytes,std_dev_databytes,total_data_bytes,flow_duration,Processing_time
39846,9092,6,417,2438,2439,2439,0.07,64,11636,2137.88,2201.62,891495,290.017,2020-12-15T14:55:24.106+09:00
39846,9092,6,413,2438,2439,2439,0.05,61,11837,2177.16,2234.32,899169,290.011,2020-12-15T15:00:44.839+09:00
39846,9092,6,241,2438,2439,2439,0.06,62,11003,2196.51,2194.21,529360,170.018,2020-12-15T15:05:35.027+09:00
39846,9092,6,398,2438,2439,2439,0.07,83,11636,2217.95,2151.43,882746,290.016,2020-12-15T15:10:25.015+09:00
39846,9092,6,405,2438,2439,2439,0.05,87,11404,2192.21,2123.57,887844,290.017,2020-12-15T15:15:45.598+09:00
39846,9092,6,375,2439,2439,2439,0,64,13084,2347.24,2356.36,880215,290.017,2020-12-15T15:20:35.260+09:00
39846,9092,6,392,2439,2439,2439,0,65,13084,2244.61,2266.52,879886,290.017,2020-12-15T15:25:25.810+09:00
39846,9092,6,404,2438,2439,2439,0.09,72,12675,2180.75,2317.2,881023,290.016,2020-12-15T15:30:46.443+09:00
39846,9092,6,409,2438,2439,2439,0.09,93,11666,2198.38,2102.34,899136,290.017,2020-12-15T15:35:36.192+09:00
39846,9092,6,414,2438,2439,2439,0.1,83,11707,2151.17,2044.66,890585,290.017,2020-12-15T15:40:25.744+09:00
39846,9092,6,410,2438,2439,2439,0.09,61,11695,2150.05,2096.04,881521,290.017,2020-12-15T15:45:46.334+09:00
39846,9092,6,417,2431,2439,2439,0.4,87,11676,2144.42,2072.22,894223,290.016,2020-12-15T15:50:36.465+09:00
39846,9092,6,371,2438,2439,2439,0.05,102,11454,2365.68,2405.83,877669,290.017,2020-12-15T15:55:26.998+09:00
39846,9092,6,384,2439,2439,2439,0,102,13084,2284.84,2260.18,877379,290.015,2020-12-15T16:00:47.279+09:00
39846,9092,6,293,2439,2439,2439,0,60,11718,1906.31,2029.19,558549,170.022,2020-12-15T16:05:37.041+09:00
39846,9092,6,420,2438,2439,2439,0.08,80,11715,2126.79,2127.67,893251,290.015,2020-12-15T16:10:27.184+09:00
39846,9092,6,332,2438,2439,2439,0.05,64,11967,2591.86,2613.22,860497,290.009,2020-12-15T16:15:46.709+09:00
39846,9092,6,410,2439,2439,2439,0,70,10999,2155.38,1999.42,883705,290.016,2020-12-15T16:20:36.222+09:00
39846,9092,6,406,2438,2439,2439,0.09,61,12583,2188.39,2147.48,888487,290.017,2020-12-15T16:25:25.184+09:00
39846,9092,6,408,2438,2439,2439,0.07,78,12386,2181.47,2172.4,890041,290.016,2020-12-15T16:30:45.017+09:00
39846,9092,6,379,2439,2439,2439,0,82,11636,2323.77,2276.55,880709,290.018,2020-12-15T16:35:35.420+09:00
39846,9092,6,396,2438,2439,2439,0.07,98,12912,2241.42,2217.42,887604,290.016,2020-12-15T16:40:24.237+09:00
39846,9092,6,394,2438,2439,2439,0.09,71,11002,2236.78,2158.49,881290,290.019,2020-12-15T16:45:44.404+09:00
39846,9092,6,370,2438,2439,2439,0.07,61,12424,2385.26,2448.78,882546,290.014,2020-12-15T16:50:33.532+09:00
39846,9092,6,468,2438,2439,2439,0.07,64,10903,1933.47,1884.42,904864,290.016,2020-12-15T16:55:22.981+09:00
39846,9092,6,371,2438,2439,2439,0.05,61,13084,2366.12,2384.76,877830,290.017,2020-12-15T17:00:43.240+09:00
39846,9092,6,230,2438,2439,2439,0.07,87,13344,2320.08,2346.48,533618,170.017,2020-12-15T17:05:33.915+09:00
39846,9092,6,372,2438,2439,2439,0.07,61,11921,2365.44,2253.48,879944,290.016,2020-12-15T17:10:24.578+09:00
39846,9092,6,373,2439,2439,2439,0,67,11944,2349.83,2362.26,876486,290.017,2020-12-15T17:15:45.383+09:00
39846,9092,6,417,2435,2439,2439,0.2,60,11636,2152.33,2196.84,897521,290.016,2020-12-15T17:20:35.870+09:00
39846,9092,6,377,2439,2439,2439,0,74,12299,2320.18,2395.42,874707,290.018,2020-12-15T17:25:26.529+09:00
39846,9092,6,428,2438,2439,2439,0.07,71,12939,2088.33,2077.85,893804,290.018,2020-12-15T17:30:47.022+09:00
39846,9092,6,395,2439,2439,2439,0,145,11627,2250.2,2219.15,888830,290.016,2020-12-15T17:35:37.598+09:00
39846,9092,6,392,2438,2439,2439,0.07,69,14532,2253.31,2268.95,883299,290.018,2020-12-15T17:40:28.133+09:00
39846,9092,6,401,2438,2439,2439,0.09,66,10877,2216.99,2079.21,889012,290.017,2020-12-15T17:45:47.899+09:00
39846,9092,6,441,2438,2439,2439,0.08,76,11636,2050.55,1953.15,904293,290.016,2020-12-15T17:50:38.668+09:00
39846,9092,6,403,2438,2439,2439,0.07,100,10605,2190.29,2222.12,882687,290.016,2020-12-15T17:55:28.400+09:00
39846,9092,6,467,2438,2439,2439,0.11,99,13084,1945.45,1939.52,908524,290.01,2020-12-15T18:00:49.024+09:00
39846,9092,6,268,2439,2439,2439,0,70,8740,2023.88,1835.43,542399,170.015,2020-12-15T18:05:39.727+09:00
39846,9092,6,432,2438,2439,2439,0.07,80,11974,2057,1993.74,888625,290.016,2020-12-15T18:10:29.673+09:00
39846,9092,6,407,2438,2439,2439,0.05,102,11636,2195.07,2286.76,893394,290.016,2020-12-15T18:15:19.827+09:00
39846,9092,6,401,2438,2439,2439,0.07,61,10840,2218.62,2153.08,889665,290.015,2020-12-15T18:20:40.306+09:00
39846,9092,6,408,2438,2439,2439,0.1,64,13084,2156.99,2210.7,880050,290.017,2020-12-15T18:25:30.911+09:00
39846,9092,6,387,2438,2439,2439,0.07,61,12162,2266.53,2341.92,877146,290.02,2020-12-15T18:30:21.188+09:00
39846,9092,6,432,2438,2439,2439,0.05,66,10188,2077.05,1922.51,897287,290.014,2020-12-15T18:35:41.661+09:00
39846,9092,6,374,2438,2439,2439,0.05,102,11636,2341.62,2316.36,875766,290.01,2020-12-15T18:40:31.955+09:00
39846,9092,6,389,2438,2439,2439,0.05,78,11636,2268.54,2273.04,882464,290.017,2020-12-15T18:45:22.534+09:00
39846,9092,6,404,2438,2439,2439,0.05,76,11636,2207.66,2269.76,891894,290.019,2020-12-15T18:50:43.091+09:00
39846,9092,6,397,2438,2439,2439,0.09,67,11636,2209.48,2186.43,877162,290.017,2020-12-15T18:55:33.386+09:00
39846,9092,6,407,2438,2439,2439,0.05,61,12516,2163.09,2275.71,880376,290.017,2020-12-15T19:00:23.768+09:00
39846,9092,6,226,2439,2439,2439,0,128,11636,2320.54,2218.81,524442,170.016,2020-12-15T19:05:44.457+09:00
39846,9092,6,411,2438,2439,2439,0.05,60,12274,2183.82,2117.08,897551,290.015,2020-12-15T19:10:34.309+09:00
39846,9092,6,368,2439,2439,2439,0,64,11393,2366.19,2365.75,870759,290.019,2020-12-15T19:15:24.486+09:00
39846,9092,6,420,2438,2439,2439,0.07,77,10188,2109.92,1979.47,886165,290.016,2020-12-15T19:20:44.486+09:00
39846,9092,6,370,2439,2439,2439,0,102,10768,2373.91,2255.27,878345,290.017,2020-12-15T19:25:34.429+09:00
39846,9092,6,384,2438,2439,2439,0.09,66,11464,2276.22,2236.67,874070,290.016,2020-12-15T19:30:25.090+09:00
39846,9092,6,374,2438,2439,2439,0.05,61,11636,2342.33,2429.61,876031,290.017,2020-12-15T19:35:45.653+09:00
39846,9092,6,392,2438,2439,2439,0.1,61,13084,2260.23,2361.61,886011,290.016,2020-12-15T19:40:36.128+09:00
39846,9092,6,378,2438,2439,2439,0.05,59,13084,2333.53,2368.23,882073,290.017,2020-12-15T19:45:26.486+09:00
39846,9092,6,382,2435,2439,2439,0.2,62,13084,2321.75,2461.88,886909,290.016,2020-12-15T19:50:47.047+09:00
39846,9092,6,400,2438,2439,2439,0.1,98,11636,2203.05,2116.38,881218,290.016,2020-12-15T19:55:37.259+09:00
39846,9092,6,409,2438,2439,2439,0.09,70,11211,2182.08,2227.46,892471,290.019,2020-12-15T20:00:27.913+09:00
39846,9092,6,221,2438,2439,2439,0.07,61,11052,2364.22,2372.61,522492,170.016,2020-12-15T20:05:48.047+09:00
39846,9092,6,407,2438,2439,2439,0.07,65,11188,2178.15,2145.5,886507,290.017,2020-12-15T20:10:38.207+09:00
39846,9092,6,396,2438,2439,2439,0.05,94,10794,2232.37,2095.04,884020,290.016,2020-12-15T20:15:28.724+09:00
39846,9092,6,392,2439,2439,2439,0,96,11667,2233.42,2162.99,875499,290.018,2020-12-15T20:20:48.179+09:00
39846,9092,6,433,2439,2439,2439,0,60,11290,2084.67,2060.27,902662,290.02,2020-12-15T20:25:38.528+09:00
39846,9092,6,357,2438,2439,2439,0.05,76,11636,2426.9,2425.19,866404,290.01,2020-12-15T20:30:29.267+09:00
39846,9092,6,337,2439,2439,2439,0,65,12217,2569.63,2573.1,865964,290.014,2020-12-15T20:35:19.853+09:00
39846,9092,6,344,2438,2439,2439,0.08,77,11636,2530.93,2515.21,870640,290.01,2020-12-15T20:40:40.730+09:00
39846,9092,6,435,2438,2439,2439,0.08,60,11597,2061.26,1951.15,896646,290.022,2020-12-15T20:45:31.023+09:00
39846,9092,6,377,2439,2439,2439,0,99,12178,2347.85,2394.77,885141,290.017,2020-12-15T20:50:21.230+09:00
39846,9092,6,348,2438,2439,2439,0.08,95,11636,2505.26,2330.11,871832,290.017,2020-12-15T20:55:40.651+09:00
39846,9092,6,403,2438,2439,2439,0.05,84,11397,2203.38,2166.7,887962,290.017,2020-12-15T21:00:31.678+09:00
39846,9092,6,218,2439,2439,2439,0,113,10555,2386.16,2361.49,520183,170.019,2020-12-15T21:05:22.334+09:00
39846,9092,6,401,2439,2439,2439,0,128,13084,2214.31,2196.74,887937,290.016,2020-12-15T21:10:42.637+09:00
39846,9092,6,385,2439,2439,2439,0,60,11702,2273.94,2292.07,875465,290.015,2020-12-15T21:15:33.190+09:00
39846,9092,6,401,2438,2439,2439,0.05,99,11923,2201,2180.97,882602,290.016,2020-12-15T21:20:23.843+09:00
39846,9092,6,429,2438,2439,2439,0.07,61,11636,2095.06,2075.01,898781,290.015,2020-12-15T21:25:44.505+09:00
39846,9092,6,360,2437,2439,2439,0.12,60,13189,2407.25,2470.77,866610,290.016,2020-12-15T21:30:35.146+09:00
39846,9092,6,345,2439,2439,2439,0,61,11723,2532.98,2603.21,873879,290.019,2020-12-15T21:35:25.378+09:00
39846,9092,6,433,2438,2439,2439,0.1,61,11636,2048.51,2011.57,887006,290.017,2020-12-15T21:40:45.983+09:00
39846,9092,6,396,2438,2439,2439,0.07,62,11636,2229.95,2253.58,883059,290.016,2020-12-15T21:45:36.738+09:00
39846,9092,6,395,2439,2439,2439,0,99,12835,2244.32,2221.22,886507,290.015,2020-12-15T21:50:28.018+09:00
39846,9092,6,400,2439,2439,2439,0,68,10547,2203.2,2289.48,881278,290.017,2020-12-15T21:55:48.632+09:00
39846,9092,6,382,2438,2439,2439,0.05,72,10962,2320.34,2261.44,886369,290.017,2020-12-15T22:00:39.014+09:00
39846,9092,6,222,2438,2439,2439,0.13,87,11827,2359.77,2336.17,523868,170.018,2020-12-15T22:05:28.779+09:00
39846,9092,6,388,2439,2439,2439,0,79,13084,2277.38,2454.73,883624,290.016,2020-12-15T22:10:19.338+09:00
39846,9092,6,378,2437,2439,2439,0.15,62,11159,2318.18,2231.58,876272,290.017,2020-12-15T22:15:39.977+09:00
39846,9092,6,363,2438,2439,2439,0.05,102,12273,2410.03,2455.07,874842,290.017,2020-12-15T22:20:30.612+09:00
39846,9092,6,361,2438,2439,2439,0.1,86,11423,2417.34,2416.04,872660,290.016,2020-12-15T22:25:21.286+09:00
39846,9092,6,389,2438,2439,2439,0.05,102,12486,2274.8,2393.48,884897,290.016,2020-12-15T22:30:42.137+09:00
39846,9092,6,377,2438,2439,2439,0.07,59,11784,2324.79,2298.14,876446,290.016,2020-12-15T22:35:32.892+09:00
39846,9092,6,373,2439,2439,2439,0,61,11636,2356.23,2401.64,878874,290.02,2020-12-15T22:40:23.598+09:00
39846,9092,6,440,2438,2439,2439,0.05,71,10367,2030.33,1885.09,893347,290.018,2020-12-15T22:45:44.638+09:00
39846,9092,6,347,2438,2439,2439,0.05,84,12058,2496.32,2539.38,866222,290.015,2020-12-15T22:50:35.174+09:00
39846,9092,6,369,2436,2439,2439,0.16,61,10706,2375.39,2317.39,876519,290.02,2020-12-15T22:55:25.365+09:00
39846,9092,6,400,2438,2439,2439,0.09,76,13007,2222.44,2233.69,888974,290.016,2020-12-15T23:00:46.093+09:00
39846,9092,6,242,2436,2439,2439,0.25,69,10348,2184.59,2196.92,528670,170.015,2020-12-15T23:05:37.011+09:00
39846,9092,6,361,2438,2439,2439,0.05,71,11636,2417.76,2484.88,872813,290.016,2020-12-15T23:10:28.404+09:00
39846,9092,6,419,2437,2439,2439,0.12,67,13084,2115.72,2188.74,886488,290.015,2020-12-15T23:15:48.880+09:00
39846,9092,6,384,2438,2439,2439,0.05,65,10462,2313.35,2282.65,888325,290.015,2020-12-15T23:20:39.374+09:00
39846,9092,6,395,2438,2439,2439,0.05,60,11250,2241.83,2212.97,885522,290.016,2020-12-15T23:25:29.929+09:00
39846,9092,6,372,2438,2439,2439,0.07,76,13084,2360.27,2374.17,878021,290.017,2020-12-15T23:30:20.626+09:00
39846,9092,6,393,2438,2439,2439,0.05,89,11255,2245.99,2225.86,882673,290.015,2020-12-15T23:35:41.374+09:00
39846,9092,6,333,2438,2439,2439,0.09,93,11862,2601.11,2586.31,866170,290.015,2020-12-15T23:40:32.186+09:00
39846,9092,6,392,2438,2439,2439,0.05,71,13084,2238.24,2175.09,877389,290.04,2020-12-15T23:45:22.690+09:00
39846,9092,6,395,2438,2439,2439,0.05,113,10755,2244.1,2139.31,886419,290.016,2020-12-15T23:50:43.087+09:00
39846,9092,6,391,2438,2439,2439,0.07,66,12007,2262.05,2249.08,884462,290.018,2020-12-15T23:55:33.673+09:00
39846,9092,6,388,2438,2439,2439,0.11,69,11636,2266.69,2210.43,879474,290.019,2020-12-16T00:00:24.081+09:00
39846,9092,6,259,2438,2439,2439,0.06,97,10188,2043.4,1977.44,529241,170.015,2020-12-16T00:05:45.078+09:00
39846,9092,6,429,2438,2439,2439,0.07,61,11638,2087.94,2040.97,895728,290.017,2020-12-16T00:10:36.262+09:00
39846,9092,6,427,2439,2439,2439,0,69,11946,2103.53,2036.8,898209,290.015,2020-12-16T00:15:27.368+09:00
39846,9092,6,371,2431,2439,2439,0.42,79,11005,2368.15,2355.77,878582,290.017,2020-12-16T00:20:48.587+09:00
39846,9092,6,460,2438,2439,2439,0.08,71,11684,1958.46,1855.97,900893,290.016,2020-12-16T00:25:39.891+09:00
39846,9092,6,420,2438,2439,2439,0.08,62,11831,2115.04,2113.37,888315,290.015,2020-12-16T00:30:30.210+09:00
39846,9092,6,442,2438,2439,2439,0.11,66,10188,2044.43,1930.73,903640,290.018,2020-12-16T00:35:20.891+09:00
39846,9092,6,453,2438,2439,2439,0.07,74,11636,1973.15,1933.05,893839,290.018,2020-12-16T00:40:41.326+09:00
39846,9092,6,384,2439,2439,2439,0,60,11237,2294.03,2238.08,880909,290.017,2020-12-16T00:45:32.262+09:00
39846,9092,6,381,2438,2439,2439,0.09,83,11880,2317.72,2383.17,883052,290.017,2020-12-16T00:50:23.450+09:00
39846,9092,6,381,2439,2439,2439,0,63,11274,2294.1,2195.82,874053,290.01,2020-12-16T00:55:43.680+09:00
39846,9092,6,359,2438,2439,2439,0.07,61,12020,2417.27,2410.72,867801,290.016,2020-12-16T01:00:34.272+09:00
39846,9092,6,218,2439,2439,2439,0,80,11647,2410.28,2432.66,525442,170.019,2020-12-16T01:05:24.202+09:00
39846,9092,6,399,2438,2439,2439,0.07,61,11781,2220.2,2145.35,885858,290.029,2020-12-16T01:10:45.872+09:00
39846,9092,6,395,2438,2439,2439,0.07,73,13045,2242.83,2335.8,885919,290.018,2020-12-16T01:15:36.264+09:00
39846,9092,6,447,2438,2439,2439,0.05,75,12022,2021.24,1919.06,903495,290.016,2020-12-16T01:20:27.055+09:00
39846,9092,6,384,2438,2439,2439,0.09,99,11677,2289.59,2212.11,879204,290.015,2020-12-16T01:25:47.330+09:00
39846,9092,6,442,2439,2439,2439,0,64,11636,2030.84,2111.58,897630,290.017,2020-12-16T01:30:37.964+09:00
39846,9092,6,390,2439,2439,2439,0,66,11996,2257.97,2178.59,880610,290.017,2020-12-16T01:35:28.470+09:00
39846,9092,6,359,2438,2439,2439,0.09,61,11636,2438.82,2422.36,875536,290.014,2020-12-16T01:40:19.247+09:00
39846,9092,6,415,2438,2439,2439,0.07,107,11090,2163.3,2134.77,897770,290.016,2020-12-16T01:45:39.261+09:00
39846,9092,6,360,2438,2439,2439,0.09,61,12996,2408.19,2417.72,866947,290.018,2020-12-16T01:50:30.012+09:00
39846,9092,6,417,2438,2439,2439,0.05,73,11572,2133.04,2075.71,889476,290.018,2020-12-16T01:55:19.859+09:00
39846,9092,6,402,2438,2439,2439,0.07,69,11555,2205.04,2276,886428,290.018,2020-12-16T02:00:40.646+09:00
39846,9092,6,259,2438,2439,2439,0.09,72,10135,2084.13,2010.13,539789,170.018,2020-12-16T02:05:30.531+09:00
39846,9092,6,385,2438,2439,2439,0.1,77,12301,2290.14,2369.57,881705,290.015,2020-12-16T02:10:23.164+09:00
39846,9092,6,357,2438,2439,2439,0.07,80,11636,2428.32,2405.23,866911,290.015,2020-12-16T02:15:45.092+09:00
39846,9092,6,407,2438,2439,2439,0.07,102,11746,2168.89,2162.49,882738,290.014,2020-12-16T02:20:36.766+09:00
39846,9092,6,484,2438,2439,2439,0.09,99,11636,1879.38,1718.08,909622,290.015,2020-12-16T02:25:27.473+09:00
39846,9092,6,349,2438,2439,2439,0.05,66,11653,2504.94,2441.08,874223,290.017,2020-12-16T02:30:48.195+09:00
39846,9092,6,366,2438,2439,2439,0.07,102,11896,2374.31,2482.02,868997,290.015,2020-12-16T02:35:38.076+09:00
39846,9092,6,438,2438,2439,2439,0.08,96,10536,2053.89,2091.36,899606,290.016,2020-12-16T02:40:29.371+09:00
39846,9092,6,443,2435,2439,2439,0.28,102,11405,2012.21,2050,891408,290.017,2020-12-16T02:45:20.657+09:00
39846,9092,6,383,2435,2439,2439,0.22,59,12216,2287.32,2298.05,876042,290.018,2020-12-16T02:50:41.323+09:00
39846,9092,6,423,2439,2439,2439,0,76,13084,2131,2092.42,901415,290.02,2020-12-16T02:55:31.829+09:00
39846,9092,6,460,2438,2439,2439,0.1,102,11636,1960.22,2055.38,901702,290.017,2020-12-16T03:00:22.886+09:00
39846,9092,6,233,2439,2439,2439,0,64,11515,2258.94,2239.14,526332,170.02,2020-12-16T03:05:43.791+09:00
39846,9092,6,385,2439,2439,2439,0,61,11690,2292.17,2298,882487,290.016,2020-12-16T03:10:34.867+09:00
39846,9092,6,419,2439,2439,2439,0,70,11267,2137.82,2110.14,895748,290.017,2020-12-16T03:15:25.571+09:00
39846,9092,6,404,2439,2439,2439,0,115,13084,2182.17,2140.06,881597,290.016,2020-12-16T03:20:45.913+09:00
39846,9092,6,426,2439,2439,2439,0,102,11137,2140.09,2031.94,911677,290.017,2020-12-16T03:25:36.514+09:00
39846,9092,6,426,2438,2439,2439,0.07,102,11915,2113.06,2120.21,900165,290.017,2020-12-16T03:30:27.533+09:00
39846,9092,6,338,2438,2439,2439,0.05,102,13084,2546.64,2513.01,860766,290.016,2020-12-16T03:35:48.268+09:00
39846,9092,6,354,2438,2439,2439,0.08,79,11140,2447.23,2460.18,866318,290.011,2020-12-16T03:40:39.579+09:00
39846,9092,6,438,2438,2439,2439,0.08,59,12019,2043.5,1976.47,895053,290.015,2020-12-16T03:45:30.434+09:00
39846,9092,6,481,2439,2439,2439,0,65,10605,1892.3,1878.17,910194,290.016,2020-12-16T03:50:20.898+09:00
39846,9092,6,444,2438,2439,2439,0.08,98,12980,2023.04,2123.61,898228,290.015,2020-12-16T03:55:41.611+09:00
39846,9092,6,357,2438,2439,2439,0.07,95,11731,2450.98,2442.61,874999,290.019,2020-12-16T04:00:32.281+09:00
39846,9092,6,231,2438,2439,2439,0.07,79,11051,2280.94,2193.14,526898,170.016,2020-12-16T04:05:22.885+09:00
39846,9092,6,413,2438,2439,2439,0.05,127,11927,2190.09,2074.48,904506,290.017,2020-12-16T04:10:43.627+09:00
39846,9092,6,408,2438,2439,2439,0.07,63,11205,2179.74,2232.94,889335,290.017,2020-12-16T04:15:33.894+09:00
39846,9092,6,371,2439,2439,2439,0,66,11290,2357.15,2368.12,874503,290.014,2020-12-16T04:20:24.569+09:00
39846,9092,6,347,2438,2439,2439,0.11,90,13084,2482.99,2592.55,861597,290.018,2020-12-16T04:25:45.024+09:00
39846,9092,6,340,2438,2439,2439,0.09,61,13084,2556.03,2486.93,869049,290.017,2020-12-16T04:30:35.259+09:00
39846,9092,6,425,2438,2439,2439,0.1,68,12683,2114.39,2120,898616,290.017,2020-12-16T04:35:24.942+09:00
39846,9092,6,428,2437,2439,2439,0.11,61,13045,2079.03,2155.27,889824,290.016,2020-12-16T04:40:45.391+09:00
39846,9092,6,388,2439,2439,2439,0,62,13084,2286.8,2265.31,887277,290.014,2020-12-16T04:45:36.158+09:00
39846,9092,6,374,2438,2439,2439,0.05,71,12506,2342.18,2343.24,875977,290.016,2020-12-16T04:50:26.748+09:00
39846,9092,6,399,2438,2439,2439,0.05,65,11605,2227.29,2193.25,888689,290.015,2020-12-16T04:55:46.994+09:00
39846,9092,6,429,2438,2439,2439,0.07,102,12782,2083.03,2014.92,893622,290.016,2020-12-16T05:00:37.580+09:00
39846,9092,6,245,2439,2439,2439,0,66,10943,2188.83,2172.81,536263,170.019,2020-12-16T05:05:28.294+09:00
39846,9092,6,387,2438,2439,2439,0.09,71,12346,2277.95,2133.25,881567,290.016,2020-12-16T05:10:49.032+09:00
39846,9092,6,404,2439,2439,2439,0,88,11896,2203.23,2251.83,890106,290.017,2020-12-16T05:15:39.693+09:00
39846,9092,6,353,2439,2439,2439,0,61,11163,2446.56,2414.3,863635,290.015,2020-12-16T05:20:29.964+09:00
39846,9092,6,375,2438,2439,2439,0.07,70,11611,2332.54,2338.19,874704,290.019,2020-12-16T05:25:21.041+09:00
39846,9092,6,381,2439,2439,2439,0,74,12243,2321.07,2366.51,884329,290.019,2020-12-16T05:30:41.295+09:00
39846,9092,6,431,2438,2439,2439,0.05,61,10188,2092.66,1981.2,901935,290.017,2020-12-16T05:35:31.947+09:00
39846,9092,6,411,2438,2439,2439,0.1,68,11925,2149.83,2249.7,883579,290.015,2020-12-16T05:40:22.753+09:00
39846,9092,6,419,2439,2439,2439,0,61,10994,2144.12,2096.76,898386,290.016,2020-12-16T05:45:43.326+09:00
39846,9092,6,418,2438,2439,2439,0.08,102,11096,2139.99,2128.36,894517,290.015,2020-12-16T05:50:33.836+09:00
39846,9092,6,373,2438,2439,2439,0.09,144,12005,2360.21,2364.39,880360,290.014,2020-12-16T05:55:24.067+09:00
39846,9092,6,368,2438,2439,2439,0.05,68,11636,2354.31,2267.38,866386,290.016,2020-12-16T06:00:44.865+09:00
39846,9092,6,227,2438,2439,2439,0.07,109,10188,2329.34,2176.79,528761,170.018,2020-12-16T06:05:35.160+09:00
39846,9092,6,395,2431,2439,2439,0.4,66,12427,2231.89,2243.39,881595,290.016,2020-12-16T06:10:26.432+09:00
39846,9092,6,401,2438,2439,2439,0.14,59,11864,2208.57,2223.66,885635,290.015,2020-12-16T06:15:46.991+09:00
39846,9092,6,434,2438,2439,2439,0.07,65,10967,2066.45,2078.27,896840,290.017,2020-12-16T06:20:37.293+09:00
39846,9092,6,457,2438,2439,2439,0.07,73,10188,1984,1893.77,906688,290.019,2020-12-16T06:25:27.979+09:00
39846,9092,6,393,2438,2439,2439,0.05,61,11535,2250.71,2243.35,884530,290.015,2020-12-16T06:30:48.657+09:00
39846,9092,6,347,2439,2439,2439,0,61,12083,2487.26,2530.03,863079,290.016,2020-12-16T06:35:39.306+09:00
39846,9092,6,373,2438,2439,2439,0.09,59,11469,2349.62,2243.49,876410,290.017,2020-12-16T06:40:29.584+09:00
39846,9092,6,364,2439,2439,2439,0,89,11636,2404.16,2371.77,875116,290.011,2020-12-16T06:45:20.295+09:00
39846,9092,6,410,2438,2439,2439,0.05,61,12017,2181.81,2131.87,894542,290.017,2020-12-16T06:50:40.619+09:00
39846,9092,6,399,2438,2439,2439,0.05,81,11636,2220.92,2224.45,886148,290.017,2020-12-16T06:55:31.257+09:00
39846,9092,6,412,2439,2439,2439,0,65,11535,2147.92,2077.31,884945,290.016,2020-12-16T07:00:20.725+09:00
39846,9092,6,226,2439,2439,2439,0,60,11434,2320.53,2375.37,524440,170.016,2020-12-16T07:05:41.845+09:00
39846,9092,6,412,2438,2439,2439,0.1,60,10417,2176.04,2075.74,896529,290.016,2020-12-16T07:10:32.331+09:00
39846,9092,6,333,2439,2439,2439,0,75,11696,2583.32,2523.93,860244,290.016,2020-12-16T07:15:22.473+09:00
39846,9092,6,465,2438,2439,2439,0.08,71,10188,1952.22,1792.3,907783,290.019,2020-12-16T07:20:42.812+09:00
39846,9092,6,402,2438,2439,2439,0.05,69,11441,2205.99,2117.81,886806,290.017,2020-12-16T07:25:33.328+09:00
39846,9092,6,441,2438,2439,2439,0.12,112,12370,2060.61,2066.73,908730,290.016,2020-12-16T07:30:23.801+09:00
39846,9092,6,463,2437,2439,2439,0.11,60,10188,1954.14,1786.05,904766,290.017,2020-12-16T07:35:44.339+09:00
39846,9092,6,419,2438,2439,2439,0.07,60,12009,2125.86,2110.59,890737,290.017,2020-12-16T07:40:35.315+09:00
39846,9092,6,386,2439,2439,2439,0,102,13084,2277.82,2310.19,879237,290.019,2020-12-16T07:45:25.934+09:00
39846,9092,6,378,2439,2439,2439,0,78,12298,2336.66,2260.61,883259,290.015,2020-12-16T07:50:46.244+09:00
39846,9092,6,422,2438,2439,2439,0.08,61,11636,2108.97,2105.62,889985,290.018,2020-12-16T07:55:36.353+09:00
39846,9092,6,231,2439,2439,2439,0,142,10188,2294.32,2252.85,529989,170.016,2020-12-16T08:05:40.065+09:00
39846,9092,6,394,2438,2439,2439,0.05,63,10631,2249.96,2237.87,886484,290.014,2020-12-16T08:10:30.873+09:00
39846,9092,6,371,2438,2439,2439,0.14,61,11423,2362.67,2313.69,876552,290.016,2020-12-16T08:15:20.170+09:00
39846,9092,6,370,2438,2439,2439,0.07,79,10703,2352.77,2237.92,870524,290.016,2020-12-16T08:20:41.011+09:00
39846,9092,6,443,2431,2439,2439,0.39,73,11949,2037.56,2028.2,902639,290.018,2020-12-16T08:25:31.649+09:00
39846,9092,6,397,2438,2439,2439,0.07,92,11636,2228.23,2270.18,884606,290.016,2020-12-16T08:30:22.319+09:00
39846,9092,6,379,2439,2439,2439,0,64,10910,2338.55,2319.31,886311,290.017,2020-12-16T08:35:43.000+09:00
39846,9092,6,389,2438,2439,2439,0.05,62,11787,2267.47,2272.87,882046,290.01,2020-12-16T08:40:33.724+09:00
39846,9092,6,386,2438,2439,2439,0.05,99,11966,2269.03,2341.41,875845,290.014,2020-12-16T08:45:23.502+09:00
39846,9092,6,407,2438,2439,2439,0.05,79,11529,2180.27,2240.42,887371,290.018,2020-12-16T08:50:43.756+09:00
39846,9092,6,398,2439,2439,2439,0,65,11215,2221.57,2188.7,884184,290.015,2020-12-16T08:55:34.199+09:00
39846,9092,6,232,2439,2439,2439,0,148,12090,2266.87,2162.45,525914,170.019,2020-12-16T09:05:37.239+09:00
39846,9092,6,409,2438,2439,2439,0.05,60,11636,2171.28,2069.26,888053,290.017,2020-12-16T09:10:27.369+09:00
